OrderID,LineNo,ShipperID,CustomerID,ProductID,EmployeeID,ShipmentDate,Status
10316,1,1,23,41,6,10/12/2008 0:00,ordered
10316,2,1,23,62,6,10/12/2008 0:00,shipped
10317,1,3,48,1,1,5/11/2008 0:00,replaced
10318,1,2,73,76,9,10/20/2010 0:00,returned
10318,2,2,73,41,9,10/20/2010 0:00,shipped
10319,1,3,80,28,1,2/12/2009 0:00,shipped
10319,2,3,80,17,1,2/12/2009 0:00,ordered
10319,3,3,80,76,1,2/12/2009 0:00,ordered
10320,1,2,87,71,8,10/13/2009 0:00,shipped
10321,1,2,38,35,3,5/22/2010 0:00,replaced
10322,1,2,58,52,7,10/20/2010 0:00,ordered
10323,1,2,39,25,3,12/17/2007 0:00,replaced
10323,2,2,39,39,3,12/17/2007 0:00,returned
10323,3,2,39,15,3,12/17/2007 0:00,returned
10324,1,2,19,63,2,5/22/2009 0:00,shipped
10324,2,2,19,59,2,5/22/2009 0:00,ordered
10324,3,2,19,35,2,5/22/2009 0:00,returned
10324,4,2,19,46,2,5/22/2009 0:00,shipped
10324,5,2,19,16,2,5/22/2009 0:00,replaced
10325,1,2,39,13,3,5/26/2008 0:00,replaced
10325,2,2,39,31,3,5/26/2008 0:00,replaced
10325,3,2,39,6,3,5/26/2008 0:00,ordered
10325,4,2,39,72,3,5/26/2008 0:00,replaced
10325,5,2,39,14,3,5/26/2008 0:00,ordered
10326,1,1,8,4,5,10/19/2009 0:00,replaced
10326,2,1,8,75,5,10/19/2009 0:00,shipped
10326,3,1,8,57,5,10/19/2009 0:00,returned
10327,1,2,19,30,3,12/24/2007 0:00,replaced
10327,2,2,19,58,3,12/24/2007 0:00,shipped
10327,3,2,19,11,3,12/24/2007 0:00,replaced
10327,4,2,19,2,3,12/24/2007 0:00,returned
10328,1,1,28,59,5,7/2/2009 0:00,ordered
10328,2,1,28,68,5,7/2/2009 0:00,returned
10328,3,1,28,65,5,7/2/2009 0:00,ordered
10329,1,3,75,30,1,1/3/2008 0:00,returned
10329,2,3,75,38,1,1/3/2008 0:00,shipped
10329,3,3,75,56,1,1/3/2008 0:00,shipped
10329,4,3,75,19,1,1/3/2008 0:00,returned
10330,1,2,46,26,3,12/26/2009 0:00,replaced
10330,2,2,46,72,3,12/26/2009 0:00,returned
10331,1,1,9,54,5,10/28/2009 0:00,returned
10332,1,3,51,47,1,10/27/2010 0:00,returned
10332,2,3,51,42,1,10/27/2010 0:00,ordered
10332,3,3,51,18,1,10/27/2010 0:00,replaced
10333,1,2,87,21,7,5/4/2010 0:00,ordered
10333,2,2,87,71,7,5/4/2010 0:00,shipped
10333,3,2,87,14,7,5/4/2010 0:00,returned
10334,1,1,84,68,5,8/8/2009 0:00,ordered
10334,2,1,84,52,5,8/8/2009 0:00,shipped
10335,1,2,37,2,9,5/10/2009 0:00,replaced
10335,2,2,37,32,9,5/10/2009 0:00,ordered
10335,3,2,37,51,9,5/10/2009 0:00,returned
10335,4,2,37,31,9,5/10/2009 0:00,ordered
10336,1,1,60,4,4,11/8/2009 0:00,ordered
10337,1,2,25,72,8,5/7/2007 0:00,returned
10337,2,2,25,36,8,5/7/2007 0:00,shipped
10337,3,2,25,37,8,5/7/2007 0:00,shipped
10337,4,2,25,26,8,5/7/2007 0:00,shipped
10337,5,2,25,23,8,5/7/2007 0:00,returned
10338,1,2,1,17,8,11/5/2007 0:00,shipped
10338,2,2,1,30,8,11/5/2007 0:00,replaced
10339,1,3,51,4,1,11/7/2007 0:00,shipped
10339,2,3,51,17,1,11/7/2007 0:00,ordered
10339,3,3,51,62,1,11/7/2007 0:00,replaced
10340,1,3,32,43,1,6/13/2009 0:00,ordered
10340,2,3,32,41,1,6/13/2009 0:00,ordered
10340,3,3,32,18,1,6/13/2009 0:00,replaced
10341,1,2,73,59,3,11/10/2010 0:00,returned
10341,2,2,73,33,3,11/10/2010 0:00,shipped
10342,1,2,25,55,7,11/9/2010 0:00,returned
10342,2,2,25,2,7,11/9/2010 0:00,returned
10342,3,2,25,31,7,11/9/2010 0:00,returned
10342,4,2,25,36,7,11/9/2010 0:00,replaced
10343,1,2,44,76,8,2/12/2008 0:00,shipped
10343,2,2,44,64,8,2/12/2008 0:00,ordered
10343,3,2,44,68,8,2/12/2008 0:00,ordered
10344,1,2,89,8,2,11/11/2007 0:00,shipped
10344,2,2,89,4,2,11/11/2007 0:00,returned
10345,1,2,63,8,7,12/20/2010 0:00,ordered
10345,2,2,63,19,7,12/20/2010 0:00,replaced
10345,3,2,63,42,7,12/20/2010 0:00,returned
10346,1,2,37,56,9,11/18/2009 0:00,shipped
10346,2,2,37,17,9,11/18/2009 0:00,returned
10347,1,2,21,25,2,11/21/2007 0:00,returned
10347,2,2,21,40,2,11/21/2007 0:00,returned
10347,3,2,21,75,2,11/21/2007 0:00,ordered
10347,4,2,21,39,2,11/21/2007 0:00,shipped
10348,1,2,86,1,7,5/18/2010 0:00,replaced
10348,2,2,86,23,7,5/18/2010 0:00,returned
10349,1,2,1,54,7,11/25/2009 0:00,returned
10350,1,2,37,50,3,12/21/2007 0:00,returned
10350,2,2,37,69,3,12/21/2007 0:00,replaced
10351,1,3,42,65,1,11/26/2007 0:00,returned
10351,2,3,42,38,1,11/26/2007 0:00,ordered
10351,3,3,42,41,1,11/26/2007 0:00,shipped
10351,4,3,42,44,1,11/26/2007 0:00,replaced
10352,1,1,28,54,5,12/30/2010 0:00,ordered
10352,2,1,28,24,5,12/30/2010 0:00,returned
10353,1,1,59,38,5,11/28/2010 0:00,shipped
10353,2,1,59,11,5,11/28/2010 0:00,shipped
10354,1,2,58,29,7,5/30/2010 0:00,ordered
10354,2,2,58,1,7,5/30/2010 0:00,replaced
10355,1,2,37,57,3,5/3/2010 0:00,replaced
10355,2,2,37,24,3,5/3/2010 0:00,shipped
10356,1,2,86,55,7,1/31/2009 0:00,ordered
10356,2,2,86,31,7,1/31/2009 0:00,shipped
10356,3,2,86,69,7,1/31/2009 0:00,ordered
10357,1,2,46,10,2,6/29/2007 0:00,returned
10357,2,2,46,60,2,6/29/2007 0:00,replaced
10357,3,2,46,26,2,6/29/2007 0:00,ordered
10358,1,3,82,34,1,5/4/2010 0:00,shipped
10358,2,3,82,36,1,5/4/2010 0:00,returned
10358,3,3,82,24,1,5/4/2010 0:00,replaced
10359,1,2,72,31,9,6/3/2009 0:00,returned
10359,2,2,72,60,9,6/3/2009 0:00,ordered
10359,3,2,72,16,9,6/3/2009 0:00,shipped
10360,1,1,7,54,5,2/7/2010 0:00,ordered
10360,2,1,7,38,5,2/7/2010 0:00,ordered
10360,3,1,7,28,5,2/7/2010 0:00,returned
10360,4,1,7,29,5,2/7/2010 0:00,ordered
10360,5,1,7,49,5,2/7/2010 0:00,ordered
10361,1,2,63,39,7,12/13/2010 0:00,returned
10361,2,2,63,60,7,12/13/2010 0:00,replaced
10362,1,2,44,25,8,12/14/2007 0:00,ordered
10362,2,2,44,51,8,12/14/2007 0:00,returned
10362,3,2,44,54,8,12/14/2007 0:00,ordered
10363,1,2,17,76,8,3/14/2010 0:00,shipped
10363,2,2,17,31,8,3/14/2010 0:00,shipped
10363,3,2,17,75,8,3/14/2010 0:00,shipped
10364,1,2,19,69,2,12/12/2007 0:00,returned
10364,2,2,19,71,2,12/12/2007 0:00,shipped
10365,1,2,3,11,2,12/9/2007 0:00,returned
10366,1,1,29,65,4,12/12/2007 0:00,ordered
10366,2,1,29,77,4,12/12/2007 0:00,shipped
10367,1,2,79,65,7,3/16/2010 0:00,shipped
10367,2,2,79,77,7,3/16/2010 0:00,ordered
10367,3,2,79,54,7,3/16/2010 0:00,returned
10367,4,2,79,34,7,3/16/2010 0:00,ordered
10368,1,2,73,28,3,12/9/2007 0:00,ordered
10368,2,2,73,21,3,12/9/2007 0:00,replaced
10368,3,2,73,64,3,12/9/2007 0:00,replaced
10368,4,2,73,57,3,12/9/2007 0:00,ordered
10369,1,3,75,29,1,12/15/2007 0:00,shipped
10369,2,3,75,56,1,12/15/2007 0:00,returned
10370,1,3,32,64,1,5/16/2008 0:00,shipped
10370,2,3,32,1,1,5/16/2008 0:00,returned
10370,3,3,32,74,1,5/16/2008 0:00,returned
10371,1,1,41,36,4,12/21/2007 0:00,replaced
10372,1,2,62,60,2,8/21/2010 0:00,shipped
10372,2,2,62,38,2,8/21/2010 0:00,returned
10372,3,2,62,20,2,8/21/2010 0:00,shipped
10372,4,2,62,72,2,8/21/2010 0:00,returned
10373,1,2,37,71,9,12/23/2010 0:00,ordered
10373,2,2,37,58,9,12/23/2010 0:00,replaced
10374,1,2,91,58,8,6/22/2007 0:00,ordered
10374,2,2,91,31,8,6/22/2007 0:00,ordered
10375,1,1,23,14,6,12/24/2007 0:00,ordered
10375,2,1,23,54,6,12/24/2007 0:00,ordered
10376,1,3,51,31,1,7/23/2009 0:00,shipped
10377,1,3,32,39,1,12/22/2007 0:00,ordered
10377,2,3,32,28,1,12/22/2007 0:00,replaced
10378,1,2,24,71,7,12/24/2009 0:00,ordered
10379,1,2,61,65,2,12/31/2007 0:00,replaced
10379,2,2,61,41,2,12/31/2007 0:00,replaced
10379,3,2,61,63,2,12/31/2007 0:00,returned
10380,1,2,37,30,9,1/1/2011 0:00,replaced
10380,2,2,37,60,9,1/1/2011 0:00,replaced
10380,3,2,37,53,9,1/1/2011 0:00,ordered
10380,4,2,37,70,9,1/1/2011 0:00,returned
10381,1,2,46,74,2,1/9/2008 0:00,ordered
10382,1,2,19,29,3,1/4/2008 0:00,returned
10382,2,2,19,74,3,1/4/2008 0:00,shipped
10382,3,2,19,5,3,1/4/2008 0:00,returned
10382,4,2,19,33,3,1/4/2008 0:00,replaced
10382,5,2,19,18,3,1/4/2008 0:00,ordered
10383,1,3,82,56,1,5/8/2010 0:00,replaced
10383,2,3,82,50,1,5/8/2010 0:00,shipped
10383,3,3,82,13,1,5/8/2010 0:00,returned
10384,1,2,5,20,2,1/13/2008 0:00,returned
10384,2,2,5,60,2,1/13/2008 0:00,returned
10385,1,3,75,68,1,6/16/2010 0:00,shipped
10385,2,3,75,60,1,6/16/2010 0:00,returned
10385,3,3,75,7,1,6/16/2010 0:00,ordered
10386,1,2,21,34,2,4/13/2010 0:00,replaced
10386,2,2,21,24,2,4/13/2010 0:00,shipped
10387,1,2,73,28,9,1/29/2010 0:00,returned
10387,2,2,73,59,9,1/29/2010 0:00,replaced
10387,3,2,73,71,9,1/29/2010 0:00,returned
10387,4,2,73,24,9,1/29/2010 0:00,ordered
10388,1,2,37,52,3,9/7/2008 0:00,returned
10388,2,2,37,53,3,9/7/2008 0:00,replaced
10388,3,2,37,45,3,9/7/2008 0:00,replaced
10389,1,2,19,70,9,2/6/2009 0:00,ordered
10389,2,2,19,55,9,2/6/2009 0:00,shipped
10389,3,2,19,10,9,2/6/2009 0:00,ordered
10389,4,2,19,62,9,2/6/2009 0:00,returned
10390,1,3,32,31,1,7/9/2008 0:00,shipped
10390,2,3,32,46,1,7/9/2008 0:00,returned
10390,3,3,32,35,1,7/9/2008 0:00,shipped
10390,4,3,32,72,1,7/9/2008 0:00,replaced
10391,1,2,17,13,8,1/7/2009 0:00,ordered
10392,1,1,59,69,4,1/9/2009 0:00,shipped
10393,1,2,73,31,9,8/5/2008 0:00,replaced
10393,2,2,73,2,9,8/5/2008 0:00,ordered
10393,3,2,73,25,9,8/5/2008 0:00,replaced
10393,4,2,73,26,9,8/5/2008 0:00,ordered
10393,5,2,73,14,9,8/5/2008 0:00,replaced
10394,1,3,36,13,1,1/8/2009 0:00,shipped
10394,2,3,36,62,1,1/8/2009 0:00,ordered
10395,1,2,35,53,3,1/10/2009 0:00,shipped
10395,2,2,35,46,3,1/10/2009 0:00,shipped
10395,3,2,35,69,3,1/10/2009 0:00,returned
10396,1,2,25,23,7,8/8/2010 0:00,returned
10396,2,2,25,72,7,8/8/2010 0:00,returned
10396,3,2,25,71,7,8/8/2010 0:00,replaced
10397,1,1,60,51,5,9/13/2010 0:00,shipped
10397,2,1,60,21,5,9/13/2010 0:00,returned
10398,1,2,71,55,3,11/16/2008 0:00,replaced
10398,2,2,71,35,3,11/16/2008 0:00,replaced
10399,1,2,79,71,7,4/9/2009 0:00,ordered
10399,2,2,79,76,7,4/9/2009 0:00,replaced
10399,3,2,79,77,7,4/9/2009 0:00,shipped
10399,4,2,79,68,7,4/9/2009 0:00,returned
10400,1,2,19,29,9,6/13/2008 0:00,ordered
10400,2,2,19,49,9,6/13/2008 0:00,replaced
10400,3,2,19,35,9,6/13/2008 0:00,ordered
10401,1,3,82,30,1,12/30/2008 0:00,shipped
10401,2,3,82,56,1,12/30/2008 0:00,ordered
10401,3,3,82,71,1,12/30/2008 0:00,returned
10401,4,3,82,65,1,12/30/2008 0:00,returned
10402,1,1,20,23,4,5/20/2008 0:00,ordered
10402,2,1,20,63,4,5/20/2008 0:00,shipped
10403,1,1,20,48,4,10/13/2008 0:00,shipped
10403,2,1,20,16,4,10/13/2008 0:00,returned
10404,1,1,49,42,6,5/10/2008 0:00,replaced
10404,2,1,49,49,6,5/10/2008 0:00,returned
10404,3,1,49,26,6,5/10/2008 0:00,returned
10405,1,2,47,3,2,1/24/2008 0:00,shipped
10406,1,2,62,1,2,4/20/2009 0:00,shipped
10406,2,2,62,40,2,4/20/2009 0:00,returned
10406,3,2,62,21,2,4/20/2009 0:00,shipped
10406,4,2,62,36,2,4/20/2009 0:00,ordered
10406,5,2,62,28,2,4/20/2009 0:00,ordered
10407,1,2,56,69,8,1/18/2008 0:00,ordered
10407,2,2,56,11,8,1/18/2008 0:00,ordered
10407,3,2,56,71,8,1/18/2008 0:00,ordered
10408,1,1,23,37,6,12/22/2008 0:00,ordered
10408,2,1,23,62,6,12/22/2008 0:00,shipped
10408,3,1,23,54,6,12/22/2008 0:00,replaced
10409,1,2,54,21,3,4/25/2008 0:00,replaced
10409,2,2,54,14,3,4/25/2008 0:00,shipped
10410,1,3,10,33,1,1/28/2008 0:00,returned
10410,2,3,10,59,1,1/28/2008 0:00,returned
10411,1,3,10,44,1,12/20/2010 0:00,returned
10411,2,3,10,59,1,12/20/2010 0:00,returned
10411,3,3,10,41,1,12/20/2010 0:00,ordered
10412,1,2,87,14,8,6/23/2008 0:00,replaced
10413,1,1,41,76,5,12/27/2008 0:00,returned
10413,2,1,41,62,5,12/27/2008 0:00,shipped
10413,3,1,41,1,5,12/27/2008 0:00,returned
10414,1,2,21,33,3,1/30/2008 0:00,returned
10414,2,2,21,19,3,1/30/2008 0:00,ordered
10415,1,2,37,33,3,2/1/2008 0:00,replaced
10415,2,2,37,17,3,2/1/2008 0:00,ordered
10416,1,3,32,19,1,12/31/2008 0:00,replaced
10416,2,3,32,57,1,12/31/2008 0:00,ordered
10416,3,3,32,53,1,12/31/2008 0:00,returned
10417,1,2,73,46,9,1/26/2010 0:00,returned
10417,2,2,73,68,9,1/26/2010 0:00,ordered
10417,3,2,73,77,9,1/26/2010 0:00,returned
10417,4,2,73,38,9,1/26/2010 0:00,returned
10418,1,2,63,47,7,2/5/2009 0:00,shipped
10418,2,2,63,61,7,2/5/2009 0:00,shipped
10418,3,2,63,2,7,2/5/2009 0:00,shipped
10418,4,2,63,74,7,2/5/2009 0:00,replaced
10419,1,2,44,69,7,2/2/2009 0:00,returned
10419,2,2,44,60,7,2/2/2009 0:00,shipped
10420,1,2,37,70,9,2/4/2010 0:00,shipped
10420,2,2,37,73,9,2/4/2010 0:00,returned
10420,3,2,37,9,9,2/4/2010 0:00,shipped
10420,4,2,37,13,9,2/4/2010 0:00,ordered
10421,1,2,61,26,2,4/1/2008 0:00,shipped
10421,2,2,61,77,2,4/1/2008 0:00,ordered
10421,3,2,61,19,2,4/1/2008 0:00,replaced
10421,4,2,61,53,2,4/1/2008 0:00,shipped
10422,1,1,27,26,6,2/2/2008 0:00,returned
10423,1,2,31,59,2,7/10/2008 0:00,shipped
10423,2,2,31,31,2,7/10/2008 0:00,replaced
10424,1,3,51,68,1,7/2/2009 0:00,returned
10424,2,3,51,38,1,7/2/2009 0:00,ordered
10424,3,3,51,35,1,7/2/2009 0:00,returned
10425,1,1,41,55,4,12/10/2008 0:00,returned
10425,2,1,41,76,4,12/10/2008 0:00,returned
10426,1,1,29,64,5,3/12/2010 0:00,shipped
10426,2,1,29,56,5,3/12/2010 0:00,replaced
10427,1,1,59,14,4,7/13/2008 0:00,returned
10428,1,1,66,46,6,3/18/2010 0:00,returned
10429,1,2,37,50,9,5/16/2008 0:00,replaced
10429,2,2,37,63,9,5/16/2008 0:00,returned
10430,1,2,44,17,7,4/17/2009 0:00,shipped
10430,2,2,44,56,7,4/17/2009 0:00,replaced
10430,3,2,44,21,7,4/17/2009 0:00,replaced
10430,4,2,44,59,7,4/17/2009 0:00,replaced
10431,1,3,32,47,1,3/21/2008 0:00,replaced
10431,2,3,32,40,1,3/21/2008 0:00,returned
10431,3,3,32,17,1,3/21/2008 0:00,returned
10432,1,1,23,26,6,2/14/2008 0:00,shipped
10432,2,1,23,54,6,2/14/2008 0:00,ordered
10433,1,1,60,56,4,4/22/2008 0:00,ordered
10434,1,1,23,11,6,11/21/2008 0:00,shipped
10434,2,1,23,76,6,11/21/2008 0:00,replaced
10435,1,2,16,22,2,3/20/2008 0:00,shipped
10435,2,2,16,72,2,3/20/2008 0:00,returned
10435,3,2,16,2,2,3/20/2008 0:00,returned
10436,1,1,7,46,5,3/13/2009 0:00,returned
10436,2,1,7,75,5,3/13/2009 0:00,ordered
10436,3,1,7,56,5,3/13/2009 0:00,replaced
10436,4,1,7,64,5,3/13/2009 0:00,replaced
10437,1,2,79,53,7,3/17/2009 0:00,shipped
10438,1,2,79,57,7,10/15/2009 0:00,replaced
