"OrderID","OrderDate","CustomerID","EmployeeID","ShipperID","Freight"
"10436","2009-02-27 00:00:00","7","5","1","77.37"
"10437","2009-02-27 00:00:00","79","7","2","54.75"
"10438","2009-09-30 00:00:00","79","7","2","65.47"
"10439","2008-05-02 00:00:00","51","1","3","63.71"
"10440","2008-03-05 00:00:00","37","3","2","73.65"
"10441","2008-03-05 00:00:00","32","1","3","72.69"
"10442","2008-03-06 00:00:00","37","3","2","23.33"
"10443","2008-03-07 00:00:00","73","9","2","76.16"
"10444","2008-04-07 00:00:00","5","9","2","62.54"
"10445","2009-01-08 00:00:00","5","9","2","31.84"
"10446","2008-03-09 00:00:00","82","1","3","40.45"
"10447","2008-10-09 00:00:00","32","1","3","45.69"
"10448","2008-03-12 00:00:00","79","8","2","67.5"
"10449","2008-02-13 00:00:00","7","4","1","51.48"
"10450","2008-10-17 00:00:00","84","5","1","39.15"
"10451","2008-12-14 00:00:00","63","7","2","51.42"
"10452","2008-04-15 00:00:00","71","9","2","33.5"
"10453","2008-04-16 00:00:00","79","8","2","75.97"
"10454","2008-04-16 00:00:00","23","6","1","76.76"
"10455","2008-04-19 00:00:00","80","1","3","69.02"
"10456","2008-04-20 00:00:00","39","3","2","30.41"
"10457","2008-04-20 00:00:00","39","9","2","32.32"
"10458","2010-04-21 00:00:00","37","9","2","63.98"
"10459","2009-04-21 00:00:00","84","5","1","26.28"
"10460","2008-04-23 00:00:00","19","2","2","69.81"
"10461","2008-11-23 00:00:00","46","9","2","29.04"
"10462","2008-04-26 00:00:00","16","3","2","70.53"
"10463","2010-11-29 00:00:00","1","8","2","40.58"
"10464","2009-06-28 00:00:00","44","7","2","28.66"
"10465","2008-05-31 00:00:00","19","3","2","64.55"
"10466","2008-03-01 00:00:00","15","2","2","77.44"
"10467","2008-03-01 00:00:00","49","6","1","34.95"
"10468","2008-07-02 00:00:00","39","9","2","56.09"
"10469","2008-03-05 00:00:00","89","3","2","61.04"
"10470","2008-03-06 00:00:00","37","3","2","72.95"
"10471","2008-03-06 00:00:00","11","2","2","26.66"
"10472","2008-03-07 00:00:00","23","6","1","61"
"10473","2008-03-08 00:00:00","38","3","2","37.32"
"10474","2009-05-07 00:00:00","58","8","2","29.44"
"10475","2008-12-09 00:00:00","19","3","2","34.69"
"10476","2008-03-12 00:00:00","35","3","2","60.61"
"10477","2010-05-12 00:00:00","60","5","1","50.67"
"10478","2008-11-13 00:00:00","84","4","1","28.49"
"10479","2008-03-14 00:00:00","63","8","2","30.01"
"10480","2008-03-15 00:00:00","23","6","1","26.41"
"10481","2008-07-15 00:00:00","67","2","2","48.38"
"10482","2008-03-16 00:00:00","23","6","1","44.07"
"10483","2009-04-18 00:00:00","89","2","2","36.66"
"10484","2010-04-19 00:00:00","59","5","1","34.67"
"10485","2008-11-20 00:00:00","47","9","2","42.6"
"10486","2008-12-01 00:00:00","35","9","2","75.83"
"10487","2008-03-21 00:00:00","62","2","2","58.3"
"10488","2008-03-22 00:00:00","25","8","2","41.02"
"10489","2009-04-22 00:00:00","59","5","1","58.26"
"10490","2010-03-26 00:00:00","35","9","2","56.23"
"10491","2008-03-26 00:00:00","28","4","1","49.27"
"10492","2008-03-27 00:00:00","44","8","2","31.75"
"10493","2008-03-28 00:00:00","82","1","3","21.74"
"10494","2008-03-28 00:00:00","15","9","2","26.06"
"10495","2008-12-13 00:00:00","42","1","3","46.62"
"10496","2009-04-28 00:00:00","81","2","2","65.67"
"10497","2009-04-28 00:00:00","44","8","2","56.31"
"10498","2008-05-02 00:00:00","35","3","2","48.66"
"10499","2008-06-03 00:00:00","46","9","2","38.53"
"10500","2009-06-03 00:00:00","41","5","1","53.28"
"10501","2009-12-03 00:00:00","6","7","2","26.97"
"10502","2008-06-05 00:00:00","58","8","2","75.02"
"10503","2008-06-06 00:00:00","37","3","2","29.87"
"10504","2008-06-06 00:00:00","89","9","2","37.89"
"10505","2008-06-09 00:00:00","51","1","3","35.9"
"10506","2008-06-10 00:00:00","39","9","2","66.45"
"10507","2010-12-10 00:00:00","3","3","2","37.11"
"10508","2008-06-11 00:00:00","56","8","2","60.12"
"10509","2009-06-11 00:00:00","6","7","2","54.96"
"10510","2009-07-12 00:00:00","1","7","2","50.87"
"10511","2008-07-13 00:00:00","82","1","3","30.11"
"10512","2009-12-15 00:00:00","21","2","2","24.02"
"10513","2010-07-17 00:00:00","32","1","3","53.37"
"10514","2008-07-17 00:00:00","82","1","3","40.04"
"10515","2008-05-18 00:00:00","63","8","2","66.26"
"10516","2008-07-19 00:00:00","37","9","2","78.18"
"10517","2008-10-19 00:00:00","37","9","2","37.44"
"10518","2008-07-20 00:00:00","80","1","3","27.16"
"10519","2008-12-13 00:00:00","37","9","2","43.11"
"10520","2009-08-23 00:00:00","37","3","2","31.78"
"10521","2008-05-24 00:00:00","12","2","2","49.83"
"10522","2008-05-25 00:00:00","44","8","2","38.79"
"10523","2009-05-25 00:00:00","19","3","2","64.15"
"10524","2008-01-26 00:00:00","5","3","2","55.42"
"10525","2008-08-27 00:00:00","59","4","1","72.37"
"10526","2008-07-31 00:00:00","1","8","2","72.33"
"10527","2010-07-31 00:00:00","63","8","2","50.43"
"10528","2008-05-01 00:00:00","32","1","3","25.64"
"10529","2010-12-02 00:00:00","50","5","1","40.32"
"10530","2008-12-03 00:00:00","59","4","1","41.07"
"10531","2010-08-03 00:00:00","54","3","2","21.39"
"10532","2010-08-04 00:00:00","19","9","2","78.04"
"10533","2008-08-07 00:00:00","24","7","2","39.08"
"10534","2008-12-07 00:00:00","44","7","2","61.57"
"10535","2008-11-08 00:00:00","3","9","2","47.43"
"10536","2010-06-09 00:00:00","44","7","2","58.11"
"10537","2008-05-09 00:00:00","68","6","1","36.46"
"10538","2010-07-10 00:00:00","17","7","2","28.79"
"10539","2008-08-11 00:00:00","63","8","2","54.18"
"10540","2008-04-14 00:00:00","63","8","2","71.42"
"10541","2008-09-14 00:00:00","34","9","2","75.44"
"10542","2008-09-15 00:00:00","39","3","2","30.09"
"10543","2008-04-16 00:00:00","46","3","2","23.11"
"10544","2008-09-16 00:00:00","48","1","3","66.34"
"10545","2008-09-17 00:00:00","43","1","3","36.41"
"10546","2008-04-18 00:00:00","84","4","1","37.46"
"10547","2009-06-17 00:00:00","17","7","2","72.72"
"10548","2010-06-21 00:00:00","79","7","2","20.88"
"10549","2010-04-22 00:00:00","63","8","2","60.32"
"10550","2009-10-22 00:00:00","30","4","1","78.79"
"10551","2008-04-23 00:00:00","28","4","1","46.26"
"10552","2008-10-24 00:00:00","35","3","2","46.85"
"10553","2008-04-25 00:00:00","19","9","2","74.82"
"10554","2010-05-25 00:00:00","56","7","2","29.16"
"10555","2008-05-28 00:00:00","23","6","1","50.88"
"10556","2008-05-29 00:00:00","73","3","2","70.9"
"10557","2010-10-29 00:00:00","44","7","2","76.7"
"10558","2008-09-29 00:00:00","23","6","1","77.38"
"10559","2008-01-31 00:00:00","7","4","1","34.85"
"10560","2008-10-01 00:00:00","25","8","2","67.88"
"10561","2008-12-01 00:00:00","79","8","2","54.79"
"10562","2008-11-04 00:00:00","32","1","3","45.52"
"10563","2008-11-05 00:00:00","19","9","2","30.63"
"10564","2008-01-05 00:00:00","42","1","3","35.94"
"10565","2008-11-06 00:00:00","51","1","3","77.13"
"10566","2008-11-07 00:00:00","7","4","1","51.88"
"10567","2008-05-27 00:00:00","37","9","2","40.24"
"10568","2008-11-08 00:00:00","29","4","1","78.77"
"10569","2009-01-11 00:00:00","44","8","2","30.02"
"10570","2009-06-11 00:00:00","51","1","3","61.99"
"10571","2009-06-11 00:00:00","20","4","1","70.13"
"10572","2009-06-12 00:00:00","5","3","2","35.9"
"10573","2009-06-13 00:00:00","3","9","2","52.32"
"10574","2009-12-13 00:00:00","82","1","3","71.84"
"10575","2009-10-14 00:00:00","44","7","2","73.98"
"10576","2009-06-17 00:00:00","80","1","3","31.24"
"10577","2009-06-17 00:00:00","82","1","3","33.52"
"10578","2009-10-18 00:00:00","11","3","2","61.67"
"10579","2009-06-19 00:00:00","45","1","3","64.13"
"10580","2009-06-20 00:00:00","56","7","2","75.2"
"10581","2009-06-20 00:00:00","21","3","2","45.26"
"10582","2009-09-21 00:00:00","73","3","2","32.96"
"10583","2009-06-24 00:00:00","87","7","2","62.91"
"10584","2009-06-24 00:00:00","7","5","1","75.08"
"10585","2009-11-25 00:00:00","1","7","2","79.86"
"10586","2009-11-26 00:00:00","82","1","3","57.06"
"10587","2009-06-26 00:00:00","61","3","2","35.34"
"10588","2009-06-27 00:00:00","63","7","2","25.1"
"10589","2009-06-28 00:00:00","32","1","3","72.58"
"10590","2009-07-01 00:00:00","51","1","3","66.64"
"10591","2009-10-01 00:00:00","127","3","2","49.54"
"10592","2009-12-02 00:00:00","44","8","2","67.96"
"10593","2009-12-03 00:00:00","44","7","2","44.62"
"10594","2009-12-03 00:00:00","80","1","3","68.55"
"10595","2009-07-04 00:00:00","79","7","2","44.79"
"10596","2009-07-05 00:00:00","89","3","2","57.12"
"10597","2009-01-06 00:00:00","59","4","1","37.63"
"10598","2009-07-08 00:00:00","32","1","3","36.64"
"10599","2009-07-09 00:00:00","11","9","2","71.49"
"10600","2009-12-10 00:00:00","59","4","1","36.98"
"10601","2009-07-10 00:00:00","35","3","2","44.73"
"10602","2009-07-11 00:00:00","82","1","3","47.74"
"10603","2009-07-12 00:00:00","17","8","2","28.49"
"10604","2009-11-12 00:00:00","23","6","1","65.51"
"10605","2009-07-15 00:00:00","51","1","3","56.22"
"10606","2009-12-16 00:00:00","81","2","2","77.76"
"10607","2009-06-16 00:00:00","32","1","3","28.5"
"10608","2009-07-17 00:00:00","79","8","2","67.94"
"10609","2009-06-18 00:00:00","18","6","1","52.39"
"10610","2009-07-19 00:00:00","41","4","1","67.44"
"10611","2009-07-19 00:00:00","91","8","2","38.74"
"10612","2009-03-22 00:00:00","19","3","2","66.44"
"10613","2009-07-23 00:00:00","35","9","2","65.88"
"10614","2009-07-23 00:00:00","19","3","2","60.78"
"10615","2009-11-24 00:00:00","79","8","2","71.09"
"10616","2009-07-25 00:00:00","32","1","3","66.7"
"10617","2009-07-25 00:00:00","32","1","3","40.88"
"10618","2009-08-26 00:00:00","51","1","3","38.44"
"10619","2009-07-29 00:00:00","51","1","3","75.31"
"10620","2009-02-27 00:00:00","42","1","3","79.96"
"10621","2009-07-30 00:00:00","1","8","2","60.94"
"10622","2009-07-31 00:00:00","80","1","3","42.88"
"10623","2009-07-01 00:00:00","25","7","2","25.5"
"10624","2009-12-01 00:00:00","19","3","2","61.04"
"10625","2009-12-02 00:00:00","2","3","2","24.44"
"10626","2009-08-05 00:00:00","5","9","2","25.36"
"10627","2009-08-05 00:00:00","1","7","2","64.75"
"10628","2009-05-06 00:00:00","7","5","1","59.28"
"10629","2009-08-06 00:00:00","30","4","1","56.71"
"10630","2009-09-07 00:00:00","39","3","2","61.52"
"10631","2009-08-08 00:00:00","44","8","2","32.07"
"10632","2009-08-08 00:00:00","86","7","2","63.3"
"10633","2009-04-09 00:00:00","23","6","1","40.81"
"10634","2009-08-09 00:00:00","23","6","1","52.12"
"10635","2009-06-12 00:00:00","49","6","1","43.47"
"10636","2009-08-13 00:00:00","79","7","2","59.71"
"10637","2009-08-13 00:00:00","62","3","2","20.01"
"10638","2009-08-14 00:00:00","47","2","2","75.11"
"10639","2009-08-14 00:00:00","70","3","2","73.3"
"10640","2009-08-15 00:00:00","86","8","2","53.05"
"10641","2009-08-16 00:00:00","35","9","2","38.27"
"10642","2009-08-16 00:00:00","73","3","2","42.65"
"10643","2009-11-19 00:00:00","1","8","2","67.91"
"10644","2009-08-19 00:00:00","32","1","3","28.61"
"10645","2009-08-20 00:00:00","34","9","2","46.54"
"10646","2009-10-21 00:00:00","37","3","2","58.82"
"10647","2009-08-21 00:00:00","61","3","2","32.08"
"10648","2009-05-22 00:00:00","59","5","1","44.22"
"10649","2009-08-22 00:00:00","50","5","1","60.92"
"10650","2009-09-23 00:00:00","21","3","2","67.71"
"10651","2009-08-26 00:00:00","37","9","2","59.87"
"10652","2009-12-26 00:00:00","31","3","2","53.6"
"10653","2009-05-27 00:00:00","25","7","2","58.95"
"10654","2009-03-27 00:00:00","5","3","2","61.64"
"10655","2009-08-28 00:00:00","23","6","1","61.06"
"10656","2009-11-28 00:00:00","32","1","3","21.31"
"10657","2009-08-29 00:00:00","32","1","3","74.96"
"10658","2009-11-29 00:00:00","63","7","2","31.17"
"10659","2009-04-29 00:00:00","62","2","2","65.19"
"10660","2009-09-02 00:00:00","19","9","2","29.65"
"10661","2009-09-03 00:00:00","37","3","2","63.6"
"10662","2009-09-03 00:00:00","48","1","3","37.12"
"10663","2009-12-04 00:00:00","23","6","1","47.54"
"10664","2009-10-04 00:00:00","79","8","2","56.3"
"10665","2009-09-05 00:00:00","48","1","3","37.6"
"10666","2009-09-06 00:00:00","68","6","1","71.03"
"10667","2009-09-06 00:00:00","20","5","1","37.26"
"10668","2009-03-09 00:00:00","86","8","2","22.86"
"10669","2009-09-09 00:00:00","73","3","2","33.74"
"10670","2009-09-10 00:00:00","25","7","2","26.27"
"10671","2009-06-11 00:00:00","26","7","2","23.05"
"10672","2009-09-11 00:00:00","5","3","2","59.59"
"10673","2009-05-12 00:00:00","19","9","2","46.29"
"10674","2009-09-12 00:00:00","63","7","2","43.34"
"10675","2009-05-13 00:00:00","25","8","2","77.22"
"10676","2009-11-16 00:00:00","80","1","3","49.84"
"10677","2009-09-16 00:00:00","3","9","2","62.67"
"10678","2009-01-18 00:00:00","37","9","2","76.87"
"10679","2009-09-17 00:00:00","7","5","1","62.06"
"10680","2009-06-18 00:00:00","42","1","3","79.63"
"10681","2009-05-19 00:00:00","32","1","3","73.33"
"10682","2009-09-19 00:00:00","3","3","2","54.83"
"10683","2009-09-20 00:00:00","18","6","1","47.1"
"10684","2009-09-20 00:00:00","56","7","2","38.97"
"10685","2009-11-23 00:00:00","31","2","2","73.2"
"10686","2009-09-24 00:00:00","59","5","1","44.19"
"10687","2009-09-24 00:00:00","37","3","2","55.58"
"10688","2009-04-25 00:00:00","127","3","2","50.83"
"10689","2009-04-25 00:00:00","5","9","2","52.19"
"10690","2009-09-26 00:00:00","34","9","2","47.52"
"10691","2009-06-27 00:00:00","63","7","2","34.85"
"10692","2009-04-27 00:00:00","1","8","2","22.22"
"10693","2009-09-30 00:00:00","89","2","2","25.54"
"10694","2009-09-30 00:00:00","63","7","2","31.5"
"10695","2009-06-01 00:00:00","37","9","2","40.99"
"10696","2009-10-02 00:00:00","89","3","2","40.47"
"10697","2009-06-02 00:00:00","47","3","2","32.34"
"10698","2009-10-03 00:00:00","80","1","3","68.35"
"10699","2009-10-03 00:00:00","52","7","2","69.3"
"10700","2009-05-04 00:00:00","23","6","1","56.88"
"10701","2009-10-07 00:00:00","37","9","2","34.44"
"10702","2009-12-07 00:00:00","1","7","2","59.39"
"10703","2009-10-08 00:00:00","24","8","2","52.83"
"10704","2009-10-08 00:00:00","62","2","2","64.83"
"10705","2009-05-09 00:00:00","35","9","2","53.85"
"10706","2009-05-10 00:00:00","17","8","2","43.08"
"10707","2009-10-10 00:00:00","80","1","3","76.35"
"10708","2009-11-11 00:00:00","79","8","2","28.19"
"10709","2009-10-11 00:00:00","31","3","2","22.66"
"10710","2009-10-14 00:00:00","27","6","1","21.49"
"10711","2009-10-15 00:00:00","1","8","2","48.73"
"10712","2009-10-15 00:00:00","37","3","2","23.09"
"10713","2009-10-16 00:00:00","19","9","2","74.75"
"10714","2009-10-16 00:00:00","32","1","3","45.54"
"10715","2009-10-17 00:00:00","9","5","1","72.7"
"10716","2009-04-18 00:00:00","64","2","2","61.82"
"10717","2009-11-18 00:00:00","25","8","2","52.7"
"10718","2009-04-21 00:00:00","39","3","2","31.17"
"10719","2009-10-21 00:00:00","45","1","3","43.69"
"10720","2009-05-22 00:00:00","32","1","3","21.15"
"10721","2009-10-23 00:00:00","63","8","2","62.62"
"10722","2009-05-23 00:00:00","37","9","2","71.33"
"10723","2009-10-24 00:00:00","89","2","2","37.82"
"10724","2009-10-24 00:00:00","51","1","3","25.96"
"10725","2009-10-25 00:00:00","21","3","2","73.38"
"10726","2009-10-28 00:00:00","19","3","2","63.55"
"10727","2009-10-28 00:00:00","80","1","3","31.78"
"10728","2009-10-29 00:00:00","62","3","2","31.39"
"10729","2009-04-28 00:00:00","47","2","2","67.48"
"10730","2009-05-30 00:00:00","80","1","3","76.2"
"10731","2009-05-31 00:00:00","44","7","2","43.34"
"10732","2009-10-31 00:00:00","1","7","2","48"
"10733","2009-02-02 00:00:00","5","9","2","45.37"
"10734","2009-11-01 00:00:00","31","9","2","34.9"
"10735","2009-11-04 00:00:00","17","7","2","42.52"
"10736","2009-11-05 00:00:00","37","9","2","63.69"
"10737","2009-11-05 00:00:00","19","3","2","63.14"
"10738","2009-06-06 00:00:00","74","4","1","43.51"
"10739","2009-11-06 00:00:00","19","9","2","65.96"
"10740","2009-06-07 00:00:00","89","3","2","25.96"
"10741","2009-11-08 00:00:00","4","9","2","70.43"
"10742","2009-04-08 00:00:00","37","3","2","37.65"
"10743","2009-11-11 00:00:00","1","8","2","23.05"
"10744","2009-11-11 00:00:00","79","7","2","54.2"
